title,text,label,type
สปสช. ร่วมมือกับแอปฯ กู๊ด ดอกเตอร์ และMorDee (หมอดี) เพื่อดูแลผู้ป่วยโควิด 19 กลุ่มสีเขียว,สปสช. จับมือ แอป “กู๊ด ดอกเตอร์” และแอป “MorDee (หมอดี)” ร่วมดูแลผู้ติดเชื้อโควิด 19 กลุ่มสีเขียว สิทธิบัตรทอง 30 บาท เฉพาะ กทม.และปริมณฑล รับการรักษาแบบ“ผู้ป่วยนอกและแยกกักตัวที่บ้าน” ผ่านบริการการแพทย์ทางไกล หากตรวจ ATK ผลเป็น 2 ขีด ลงทะเบียนเลือกเข้ารับบริการ เพื่อพบแพทย์ผ่านออนไลน์ ซักถามและจ่ายยาตามอาการ ให้คำแนะนำการใช้ยารักษาโควิด 19 พร้อมจัดส่งถึงบ้าน ฟรี ไม่เสียค่าใช้จ่าย รับบริการได้แล้ววันนี้,REAL,Covid-19
หมอพร้อมเพิ่ม 2 ฟังก์ชันใหม่ ประเมินภาวะลองโควิดและตรวจสุขภาพใจ,กระทรวงสาธารณสุข พัฒนาแพลตฟอร์ม “หมอพร้อม” เป็น Digital Health Platform ของประเทศไทย เพื่อให้บริการด้านสุขภาพดิจิทัลแก่ประชาชน ปัจจุบันมีการให้บริการข้อมูลเกี่ยวกับวัคซีนโควิด 19 การตรวจหาเชื้อโควิด 19 การออกเอกสารรับรองโควิดตามมาตรฐานสหภาพยุโรป และการออกใบรับรองแพทย์ดิจิทัล เป็นต้น โดยจะมีการพัฒนาอย่างต่อเนื่อง เพื่อให้แพลตฟอร์มหมอพร้อมมีความสมบูรณ์และบริการที่ครอบคลุมมากขึ้น,REAL,Covid-19
ญี่ปุ่นเปิดรับนักท่องเที่ยว 4 ชาติ รวมถึงประเทศไทย สำหรับผู้ที่ฉีดวัคซีนเข็ม 3 เริ่มปลายเดือน พ.ค. นี้,ญี่ปุ่นจะดำเนินโครงการทดลองให้นักท่องเที่ยวกลุ่มเล็กที่เดินทางแบบ package tour สามารถเดินทางเข้าญี่ปุ่นได้ในเดือน พ.ค. 2565 โดยมีไทยอยู่ใน 4 ประเทศแรกของโครงการทดลอง ได้แก่ สหรัฐฯ ออสเตรเลีย สิงคโปร์ และไทย โดยนักท่องเที่ยวที่จะเดินทางเข้าญี่ปุ่น จะต้องได้รับวัคซีนครบ 3 เข็ม ตามข้อกำหนดของรัฐบาลญี่ปุ่น คือ เข็มที่ 1 และ 2 ต้องเป็น AstraZeneca หรือวัคซีนประเภท mRNA และเข็มที่ 3 ขึ้นไปเป็น mRNA และต้องปฏิบัติตามกฎข้อบังคับในการป้องกันการแพร่ระบาดในระหว่างการท่องเที่ยวในญี่ปุ่น หากพบผู้ติดเชื้อจะต้องปฏิบัติตามมาตรการที่กำหนดไว้ได้อย่างเหมาะสม,REAL,Covid-19
สธ. เตรียมลดระดับเตือนภัยโควิด 19 เป็นระดับ 2 ปลายเดือน พ.ค. 65 ,รองนายกรัฐมนตรีและรัฐมนตรีว่าการกระทรวงสาธารณสุข ประชุมคณะกรรมการชุดจัดการโควิด 19 สู่โรคประจำถิ่นครั้งแรก เพื่อรับฟังความเห็นและเตรียมการผ่อนคลายเป็นระยะ ให้มีความสมดุลทั้งมาตรการทางการแพทย์และสาธารณสุข มาตรการทางเศรษฐกิจ และมาตรการทางสังคมและองค์กร ชี้สถานการณ์การระบาดลดลงต่อเนื่อง คาดปลาย พ.ค.นี้ จะเข้าสู่ระยะโรคลดลง ,REAL,Covid-19
ห้ามนำกัญชา กัญชง เข้าอินโดนีเซีย ฝ่าฝืนโทษสูงสุดประหารชีวิต ,"สถานเอกอัครราชทูต ณ กรุงจาการ์ตา โพสต์ข้อความแจ้งเตือนทางเพจเฟซบุ๊ก Royal Thai Embassy, Jakarta ข้อความว่า สถานเอกอัครราชทูต ณ กรุงจาการ์ตา ขอแจ้งเตือนมิให้นำกัญชา กัญชง หรือผลิตภัณฑ์ที่มีส่วนประกอบของพืชชนิดดังกล่าวเข้ามาในประเทศอินโดนีเซีย หากฝ่าฝืนมีโทษตามกฎหมายอินโดนีเซีย ปรับขั้นต่ำ 1 พันล้านรูเปียห์ จำคุก 5 ปี – ตลอดชีวิต หรือโทษสูงสุดประหารชีวิต
",REAL,Hemp
ศิริราชประกาศห้ามบริโภคและขายอาหาร เครื่องดื่ม ที่มีส่วนผสมของกัญชาในพื้นที่โรงพยาบาล,คณะแพทยศาสตร์ศิริราชพยาบาล ในฐานะสถาบันการแพทย์ของประเทศไทย ได้เล็งเห็นถึงทั้งประโยชน์และผลอันไม่พึงประสงค์ของการใช้สมุนไพรควบคุมกัญชา สารสกัดจากกัญชา กัญชง และพืชในตระกูล Cannabis ที่อาจส่งผลกระทบต่อสุขภาพของประชาชนทั่วไป โดยเฉพาะผู้มารับบริการของโรงพยาบาลในพื้นที่คณะแพทยศาสตร์ศิริราชพยาบาล ได้แก่ โรงพยาบาลศิริราช โรงพยาบาลศิริราช ปิยมหาราชการุณย์ และศูนย์การแพทย์กาญจนาภิเษก,REAL,Hemp
กรมวิชาการเกษตร แจกกัญชา 2 ต้นต่อครัวเรือน เป้าหมาย 1 ล้านต้น เปิดลงทะเบียน 16 มิ.ย. 65,"รมช. เกษตรและสหกรณ์ เปิดเผยว่า กระทรวงเกษตรฯ โดยกรมวิชาการเกษตรจะแจกต้นกัญชาให้ประชาชนที่สนใจครัวเรือนละ 2 ต้น ตามเป้าหมาย 1 ล้านต้นของรัฐบาลหรือประมาณ 500,000 ครัวเรือน ภายหลังการปลดล็อกวันที่ 9 มิ.ย. 2565 ให้กัญชา กัญชง และกระท่อมไม่เป็นพืชในบัญชียาเสพติดอีกต่อไป ทั้งนี้สามารถลงทะเบียนแจ้งความจำนงได้ตั้งแต่วันที่ 16 มิ.ย.65 เป็นต้นไป ที่ศูนย์วิจัยและพัฒนาการเกษตร (ศวพ.) ของกรมวิชาการเกษตรทั่วประเทศซึ่งมีอยู่ 53 จังหวัด กรณีจังหวัดใดไม่มีศวพ. ให้ลงทะเบียนได้ที่สำนักงานสหกรณ์จังหวัดนั้น ๆ หรือผ่านระบบออนไลน์",REAL,Hemp
กรมสุขภาพจิตเปิดสายด่วน 1667 ให้คำปรึกษาการใช้ยาหรือผลิตภัณฑ์ทางการแพทย์จากกัญชา – กัญชง ตลอด 24 ชม,กรมสุขภาพจิตได้เปิด สายด่วน “ปรึกษากัญ 1667” เพื่อให้คำปรึกษาในการใช้ยาหรือผลิตภัณฑ์ทางการแพทย์จากกัญชาและกัญชงอย่างถูกต้อง ตลอด 24 ชั่วโมง โดยกรมสุขภาพจิตเชิญชวนให้ประชาชนที่สนใจที่จะใช้ยาหรือผลิตภัณฑ์ทางการแพทย์และสุขภาพจากกัญชาและกัญชง แต่ยังไม่มั่นใจหรือมีข้อมูลไม่เพียงพอ สามารถโทรขอรับการปรึกษาได้ฟรี หรือ สามารถปรึกษาแพทย์ที่ดูแลรักษาและปฏิบัติตามอย่างเคร่งครัด เพื่อประโยชน์ต่อตัวผู้ป่วยและเกิดประสิทธิภาพในการรักษาอย่างแท้จริง,REAL,Hemp
กสทช. กำหนดเบอร์ที่ขึ้นต้นด้วย +697 เป็นเบอร์ที่โทรจากต่างประเทศและเป็นมิจฉาชีพ,สำนักงาน กสทช. ขอแจ้งผลการตรวจสอบข้อเท็จจริง เรื่อง กสทช. กำหนดเบอร์ที่ขึ้นต้นด้วย +697 เป็นเบอร์ที่โทรจากต่างประเทศและเป็นมิจฉาชีพ ดังนี้ สำนักงาน กสทช. ได้ตรวจสอบแล้วพบว่า ข้อเท็จจริงดังกล่าวเป็น ความจริง โดยสำนักงานฯ ได้ออกมาตรการให้ผู้ให้บริการโทรศัพท์เคลื่อนที่ทุกราย ใส่เครื่องหมาย + นำหน้าเบอร์ที่โทรมาจากต่างประเทศ เพื่อให้เป็นที่สังเกตของประชาชน เพื่อให้ประชาชนระมัดระวัง อย่ารับสาย เพื่อป้องกันการถูกมิจฉาชีพหลอกลวง,REAL,Crooks
ธนบัตรชำรุด สามารถแลกเปลี่ยนเป็นธนบัตรใหม่ได้,หลักเกณฑ์การรับแลก – ให้รับแลกเปลี่ยนแต่ละครึ่งฉบับ ได้ครึ่งราคาของราคาเต็มของธนบัตรนั้น โดยต้องเขียนคำร้องการขอแลกเปลี่ยนธนบัตรชำรุด ,REAL,Money
รายชื่อยาทั้ง 6 ชนิด ที่ควรซื้อติดบ้านไว้รักษาโควิด 19 ด้วยตัวเอง,จากกรณีที่มีการส่งต่อข้อมูลเรื่องยารักษาโควิด 19 ที่ต้องเตรียมไว้เพื่อรักษาตนเองที่บ้าน 6 ชนิด คือ ยาพาราเซตามอล แอมบรอกซอล เดกซ์โทรเมทอร์แฟน คลอเฟนิรามีน วิตามินซี และฟ้าทะลายโจรนั้น ทางกรมการแพทย์ กระทรวงสาธารณสุข ได้ตรวจสอบเรื่องดังกล่าวและชี้แจงว่าผู้ป่วยโควิด 19 ที่ต้องการเข้าร่วมโครงการ home isolation ต้องได้รับการอนุญาตจากแพทย์เท่านั้น โดยการจ่ายยารักษาผู้ป่วยที่กักตัวที่บ้านเป็นไปตามที่แพทย์ประเมินอาการรายบุคคล,FAKE,Covid-19
ทานเนื้อวัว นมวัว ประจำเลือดมักเป็นกรด จะทำให้เชื้อไวรัสโควิด 19 เจริญเติบโต,กรณีการเผยแพร่ข้อมูลว่าผู้ที่ทานเนื้อวัว นมวัวเป็นประจำทำให้เลือดในร่างกายเป็นกรด ซึ่งเมื่อเจอกับเชื้อไวรัสโควิด 19 ทำให้เชื้อเติบโตได้เป็นอย่างดีนั้น ทางสำนักโภชนาการ กรมอนามัย กระทรวงสาธารณสุข ได้ตรวจสอบเรื่องดังกล่าวและชี้แจงว่าความเป็นกรดด่างของเลือด ไม่ได้มีการเปลี่ยนแปลงได้ง่ายด้วยการรับประทานอาหารเพียงอย่างเดียว ระบบการทำงานร่างกายจะมีกลไกการควบคุมอวัยวะในร่างกายให้ทำงานได้ตามปกติ การกินอาหารที่เป็นกรดหรือด่าง จึงไม่สามารถที่จะลดหรือทำลายไวรัสโควิดในร่างกายได้,FAKE,Covid-19
อาการเตือนการติดเชื้อโควิด 19 แบบวันต่อวันจากกระทรวงสาธารณสุข,กรณีการโพสต์และแชร์ข้อความถึงอาการเตือนของการติดเชื้อโควิด 19 แบบวันต่อวัน และมีการระบุถึงสายพันธุ์ B.1.1.7 พร้อมกล่าวว่าข้อมูลดังกล่าวสรุปจากกระทรวงสาธารณสุขนั้น ทางสำนักงานปลัดกระทรวงสาธารณสุข กระทรวงสาธารณสุข ได้ตรวจสอบแล้วชี้แจงว่ากระทรวงสาธารณสุขไม่ได้เป็นผู้ให้ข้อมูลดังกล่าว และจากการตรวจสอบพบว่าสายพันธุ์ B.1.1.7 ซึ่งก็คือ สายพันธุ์อัลฟาที่เคยระบาดในประเทศไทยเมื่อปี 2564 เป็นการนำข่าวปลอมเดิมกลับมาปรับแต่งแล้วแชร์ใหม่ ขอให้กับประชาชนอย่าหลงเชื่อและควรตรวจสอบข้อมูลก่อนแชร์ทุกครั้ง เพื่อไม่ให้เกิดความตื่นตระหนก,FAKE,Covid-19
เครื่องตรวจวัดออกซิเจนในเลือดที่ปลายนิ้ว ใช้ตรวจหาเชื้อโควิด 19 ในร่างกายได้,จากกรณีที่มีการแนะนำให้ประชาชนซื้อชุดตรวจวัดออกซิเจนในเลือดที่ปลายนิ้วมาติดไว้ที่บ้าน เพื่อวัดระดับออกซิเจนในร่างกาย และตรวจว่าตนเองติดเชื้อโควิด 19 หรือไม่นั้น ทางสำนักงานคณะกรรมการอาหารและยา (อย.) กระทรวงสาธารณสุข ได้ตรวจสอบและชี้แจงว่าเครื่องตรวจวัดออกซิเจนในเลือดที่ปลายนิ้ว ไม่ใช่เครื่องมือที่ใช้ในการวินิจฉัยยืนยันการติดเชื้อโควิด 19 แต่ใช้ตรวจวัดระดับออกซิเจนในเลือดของร่างกายและอัตราการเต้นของหัวใจ เพื่อประเมินสภาวะผิดปกติของร่างกายหรือติดตามอาการของผู้ป่วย,FAKE,Covid-19
ไปรษณีย์เตือนมีผู้ติดเชื้อโควิด 19 จากจดหมายหรือพัสดุ,จากกรณีที่มีการบอกต่อข้อความโดยระบุว่า คำเตือนจากสำนักไปรษณีย์ไทย ขอให้ทุกท่านที่ได้รับพัสดุควรแยกใส่ถุงไว้อย่างน้อย 24 ชั่วโมงก่อนนำมาเปิดหรือฉีดยาฆ่าเชื้อก่อนนำเข้าบ้านเนื่องจากมีคนได้รับเชื้อโควิด 19 นี้ผ่านทางจดหมายหรือพัสดุแล้ว พร้อมยืนยันว่าสามารถเป็นพาหะได้ทางบริษัท ไปรษณีย์ไทย จำกัด ได้ตรวจสอบข้อมูลและชี้แจงว่า ปัจจุบันไปรษณีย์ไทยยังไม่มีรายงานว่ามีผู้ติดเชื้อโควิด 19 จากการรับพัสดุหรือจดหมายรวมถึงยังไม่มีรายงานพนักงานและลูกจ้างของไปรษณีย์ไทยติดเชื้อ,FAKE,Covid-19
กรมขนส่งบังคับรถแท็กซี่ติดตั้งฉากกั้นโควิด 19 ทุกคัน,กรณีที่มีการส่งต่อข้อความบนสังคมออนไลน์ประเด็น กรมการขนส่งได้ออกข้อบังคับให้รถแท็กซี่ทุกคันต้องติดฉากกั้นเพื่อป้องกันการแพร่ระบาดของโควิด 19 นั้น ทางกรมการขนส่งทางบก กระทรวงคมนาคม ได้ทำการตรวจสอบและชี้แจงข้อเท็จจริงว่า กรมการขนส่งทางบกสนองรับนโยบายมาตรการป้องกันควบคุมการแพร่ระบาดของโรคโควิด 19 เพื่อช่วยเหลือเยียวยาให้ผู้ขับรถแท็กซี่สามารถประกอบอาชีพได้ตามปกติ และดำเนินการโครงการยกระดับความปลอดภัยและความมั่นใจในการใช้บริการรถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,FAKE,Covid-19
เพียงดื่มน้ำอุ่นหรือน้ำร้อน สามารถฆ่าเชื้อโควิด 19 ได้,จากที่มีการแชร์คลิปวิดีโอเล่าประสบการณ์เกี่ยวกับการติดเชื้อโควิด 19 โดยส่วนหนึ่งมีการพูดว่าพยายามกินน้ำอุ่น น้ำร้อน จะสามารถช่วยฆ่าเชื้อได้ เพราะเชื้ออ่อนแอต่อความร้อน ทางกรมอนามัย กระทรวงสาธารณสุข ได้ตรวจสอบข้อมูลและชี้แจงว่าไม่เป็นความจริง ถึงแม้ว่าจะเป็นการเล่าแบ่งปันประสบการณ์ของผู้ป่วยโรคโควิด 19 แต่การปฏิบัติดังกล่าวอาจเป็นเพียงการคาดเดาที่เกิดขึ้นกับคนเพียง 1 คนเท่านั้น ซึ่งในทางการแพทย์ การรักษาต่างๆ ที่ใช้กันต้องผ่านการทดสอบอย่างเข้มข้นหลายครั้งจนแน่ใจว่าได้ผลจริง และมีผลข้างเคียงน้อยที่สุดหรือควบคุมผลข้างเคียงได้ จึงนำมาใช้กับคนได้อย่างปลอดภัย,FAKE,Covid-19
ผู้ที่มีอารมณ์ทางด้านลบบ่อย เศร้าหมอง ดื่มน้ำน้อย ความถี่ต่ำ ติดเชื้อโควิด 19 ได้ง่าย,จากข้อความทางสื่อออนไลน์ที่กล่าวว่า ผู้ที่มีเคลื่อนความถี่ทางอารมณ์ต่ำ อารมณ์ลบ เศร้าหมอง จะติดเชื้อ โควิด 19 ได้ง่าย เชื้อจะเติบโตได้ดีกว่าผู้ที่ดื่มน้ำมาก ๆ และความถี่ทางอารมณ์สูง จิตใจเมตตา ผ่องใส สดชื่น เบิกบานนั้น ทางกรมวิทยาศาสตร์การแพทย์ กระทรวงสาธารณสุข ได้ชี้แจงว่า ข้อความดังกล่าวไม่เป็นความจริง เพราะคลื่นความถี่นั้น ไม่มีผลต่อร่างกาย และยังไม่มีงานวิจัยใดที่สามารถนำมายืนยันเรื่องดังกล่าวได้,FAKE,Covid-19
มันเทศญี่ปุ่นต้มน้ำขิง ช่วยต้านโควิด 19,จากกรณีที่มีการแนะนำข้อมูลด้านสุขภาพเกี่ยวกับเมนูมันเทศญี่ปุ่นต้มน้ำขิง ช่วยต้านโควิด 19 ได้ ทางกรมการแพทย์แผนไทยและการแพทย์ทางเลือก กระทรวงสาธารณสุข ได้ตรวจสอบข้อมูลและชี้แจงว่า ไม่มีข้อมูลการศึกษาวิจัยยืนยันว่ามันเทศญี่ปุ่นและน้ำขิง ช่วยป้องกันโรคโควิด 19 หรืองานวิจัยที่เกี่ยวข้องว่ามีประสิทธิภาพในการช่วยรักษาโรคใด ๆ ได้,FAKE,Covid-19
รับวัคซีนเข็ม 4 แบบแปะฉีดตัวเองที่บ้าน จะกลายเป็นคนติดยา,กรณีที่มีการบอกต่อข้อมูลในสื่อโซเชียลโดยระบุว่า ช่วยกันเตือนพี่น้องเรา อย่ารับวัคซีนเข็ม 4 แบบแปะฉีดตัวเองที่บ้าน เพราะพวกเขาจะกลายเป็นคนติดยา ทางกรมวิทยาศาสตร์การแพทย์ กระทรวงสาธารณสุข ได้ตรวจสอบข้อมูลและชี้แจงว่า มีการพัฒนาวิจัยวัคซีนที่มีลักษณะเป็นแผ่นแปะโดยประกอบด้วย เข็มขนาดเล็กจิ๋ว (micro-needles) จำนวนมาก ซึ่งสามารถแปะลงบนผิวหนังได้โดยตรง ทำให้ใช้วัคซีนปริมาณน้อย มีประสิทธิภาพมากขึ้น และลดอาการเจ็บปวดได้จริงตามที่มีรายงาน,FAKE,Covid-19
ป้องกันโควิด 19 ด้วยผ้าอนามัยประกบกับหน้ากาก,โดยนำผ้าอนามัยมากระกบกับหน้ากากอนามัยป้องกันโควิด 19 ซึ่งกรมควบคุมโรค กระทรวงสาธารณสุขได้ออกมาชี้แจงว่า เรื่องดังกล่าวไม่เป็นความจริง ในผ้าอนามัยจะมีสาร Super Absorbent Polymer ที่ดูดซับน้ำได้ในปริมาณมากเพื่อดูดซับเลือดจากประจำเดือน เช่น สารโพลีอะครีลิกแอซิด (Polyacrylic Acid) สารโซเดียมโพลีอะครีเลต (Sodium Polyacrylate) เป็นต้น ซึ่งหากมีการสูดดมเข้าไป อาจจะทำให้เกิดอาการระคายเคืองทางเดินหายใจ ปวดศีรษะ และวิงเวียนศีรษะได้,FAKE,Covid-19
ดื่มน้ำใบมะละกอปั่นสด ช่วยป้องกันและรักษาโควิด 19,การดื่มน้ำใบมะละกอปั่นสด ช่วยป้องกันและรักษาโควิด 19 เพราะโรคนี้คล้ายกับโรคไข้ออก และในต่างประเทศหันมาวิจัยใบมะละกอรักษาไข้เลือดออกทั้งสิ้น” ทางกรมควบคุมโรค กระทรวงสาธารณสุข ได้ตรวจสอบข้อมูลและชี้แจงว่า ไม่เป็นจริง เนื่องจากขณะนี้ยังไม่มีผลการศึกษาทางการแพทย์ที่สามารถยืนยันได้ว่า การดื่มน้ำดังกล่าวจะสามารถป้องกันและรักษาผู้ติดเชื้อไวรัสโควิด 19 ได้ ทั้งนี้ขอให้ประชาชนติดตามข้อมูลข่าวสารที่มาจากหน่วยงานของราชการเท่านั้น,FAKE,Covid-19
